"Grantor Primary SMTP";"Grantor Display Name";"Grantor Recipient Type";"Grantor Environment";"Folder";"Permission";"Allow/Deny";"Inherited";"InheritanceType";"Trustee Original Identity";"Trustee Primary SMTP";"Trustee Display Name";"Trustee Recipient Type";"Trustee Environment"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Kalender/Birthdays";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Kalender/Birthdays";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Kontakte";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Kontakte";"Owner";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/{06967759-274D-40B2-A3EB-D7F9E73727D7}";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/{06967759-274D-40B2-A3EB-D7F9E73727D7}";"Owner";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/{A9E2BC46-B3A0-4243-B315-60D991004455}";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/{A9E2BC46-B3A0-4243-B315-60D991004455}";"Owner";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/Firmen";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/Firmen";"Owner";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/GAL Contacts";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/GAL Contacts";"Owner";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/Organizational Contacts";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/Organizational Contacts";"Owner";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/PeopleCentricConversation Buddies";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/PeopleCentricConversation Buddies";"Owner";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/Recipient Cache";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/Recipient Cache";"Owner";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/Recipient Cache1";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/Recipient Cache1";"Owner";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Newsfeed";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Newsfeed";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Newsfeed";"Owner";"Allow";"False";"None";"Smith Jane";"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Notizen";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Notizen";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Notizen";"Owner";"Allow";"False";"None";"Smith Jane";"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/PersonMetadata";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/PersonMetadata";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Postausgang";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Postausgang";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Posteingang";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Posteingang";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Purges";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Purges";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/RSS-Abonnements";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/RSS-Abonnements";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/RSS-Abonnements";"Owner";"Allow";"False";"None";"Smith Jane";"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Social Activity Notifications";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Social Activity Notifications";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/SubstrateHolds";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/SubstrateHolds";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Synchronisierungsprobleme";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Synchronisierungsprobleme";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Synchronisierungsprobleme/Konflikte";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Synchronisierungsprobleme/Konflikte";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Synchronisierungsprobleme/Lokale Fehler";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Synchronisierungsprobleme/Lokale Fehler";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Synchronisierungsprobleme/Serverfehler";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Synchronisierungsprobleme/Serverfehler";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Versions";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Versions";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Vorgeschlagene Kontakte";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Vorgeschlagene Kontakte";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Vorgeschlagene Kontakte";"Owner";"Allow";"False";"None";"Smith Jane";"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Yammer-Stamm";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Yammer-Stamm";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Yammer-Stamm/Feeds";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Yammer-Stamm/Feeds";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Yammer-Stamm/Inbound";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Yammer-Stamm/Inbound";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Yammer-Stamm/Outbound";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.smith@example.com";"Smith Jane";"UserMailbox/UserMailbox";"Cloud";"/Yammer-Stamm/Outbound";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Archiv";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Archiv";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Aufgaben";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Aufgaben";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Aufgaben/Unbenannte Liste";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Aufgaben/Unbenannte Liste";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Calendar Logging";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Calendar Logging";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Conversation Action Settings";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Conversation Action Settings";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Conversation Action Settings1";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Conversation Action Settings1";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Dateien";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Dateien";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Deletions";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Deletions";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/DiscoveryHolds";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/DiscoveryHolds";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Dumpster";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Dumpster";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Einstellungen für QuickSteps";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Einstellungen für QuickSteps";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Entwürfe";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Entwürfe";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/ExternalContacts";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/ExternalContacts";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Files";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Files";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Gelöschte Elemente";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Gelöschte Elemente";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Gelöschte Elemente/Unbenannte Liste 1";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Gelöschte Elemente/Unbenannte Liste 1";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Gelöschte Elemente/Unbenannte Liste 2";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Gelöschte Elemente/Unbenannte Liste 2";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Gelöschte Elemente/Unbenannte Liste 3";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Gelöschte Elemente/Unbenannte Liste 3";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Gelöschte Elemente/Unbenannte Liste 4";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Gelöschte Elemente/Unbenannte Liste 4";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Geplant";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Geplant";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Gesendete Elemente";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Gesendete Elemente";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Journal";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Journal";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Junk-E-Mail";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Junk-E-Mail";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Kalender";"AvailabilityOnly";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Kalender";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Kalender/Feiertage in Österreich";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Kalender/Feiertage in Österreich";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Kalender/Geburtstage";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Kalender/Geburtstage";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Kontakte";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Kontakte";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/{06967759-274D-40B2-A3EB-D7F9E73727D7}";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/{06967759-274D-40B2-A3EB-D7F9E73727D7}";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/{A9E2BC46-B3A0-4243-B315-60D991004455}";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/{A9E2BC46-B3A0-4243-B315-60D991004455}";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/Firmen";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/Firmen";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/GAL Contacts";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/GAL Contacts";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/Organizational Contacts";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/Organizational Contacts";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/PeopleCentricConversation Buddies";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/PeopleCentricConversation Buddies";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/Recipient Cache_f944fcfe-0a77-4a88-bdeb-062de31f5369";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/Recipient Cache_f944fcfe-0a77-4a88-bdeb-062de31f5369";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/Recipient Cache";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/Recipient Cache";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/Recipient Cache1";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/Recipient Cache1";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Notizen";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Notizen";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/PersonMetadata";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/PersonMetadata";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Postausgang";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Postausgang";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Posteingang";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Posteingang";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Purges";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Purges";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/RSS-Abonnements";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/RSS-Abonnements";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Social Activity Notifications";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Social Activity Notifications";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/SubstrateHolds";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/SubstrateHolds";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Synchronisierungsprobleme";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Synchronisierungsprobleme";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Synchronisierungsprobleme/Konflikte";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Synchronisierungsprobleme/Konflikte";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"louise.doe@example.com";"Doe Louise";"UserMailbox/UserMailbox";"Cloud";"/Synchronisierungsprobleme/Lokale Fehler";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
